type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2024-12-17 07:17:47,47.68510052,17.62664769,3.79,115.360,44.168,9.380,5,28,30,,
T,2024-12-17 07:17:48,47.68519352,17.62664905,3.79,115.708,44.168,10.340,359,28,30,,
T,2024-12-17 07:17:49,47.68528461,17.62664575,3.79,115.553,44.168,10.220,356,28,30,,
T,2024-12-17 07:17:50,47.68538265,17.62664490,3.79,116.355,44.167,10.520,360,28,30,,
T,2024-12-17 07:17:51,47.68547609,17.62664411,3.79,117.019,44.167,9.970,358,28,30,,
T,2024-12-17 07:17:52,47.68556760,17.62663727,3.79,117.186,44.167,9.680,357,28,30,,
T,2024-12-17 07:17:53,47.68565262,17.62663636,3.79,117.289,44.167,9.160,0,26,30,,
T,2024-12-17 07:17:54,47.68574209,17.62664199,3.79,117.222,44.167,10.050,4,26,30,,
T,2024-12-17 07:17:55,47.68583061,17.62664764,3.79,116.769,44.166,10.310,5,25,30,,
T,2024-12-17 07:17:56,47.68592261,17.62665438,3.79,116.694,44.166,9.780,4,25,30,,
T,2024-12-17 07:17:57,47.68600770,17.62666160,3.79,116.293,44.166,9.290,4,24,30,,
T,2024-12-17 07:17:58,47.68609481,17.62667409,3.79,116.573,44.166,9.370,5,24,30,,
T,2024-12-17 07:17:59,47.68617399,17.62669037,3.79,116.407,44.166,8.930,6,24,30,,
T,2024-12-17 07:18:00,47.68625150,17.62670593,3.79,116.688,44.165,8.490,7,25,30,,
T,2024-12-17 07:18:01,47.68632815,17.62672546,3.79,117.024,44.165,8.290,11,25,30,,
T,2024-12-17 07:18:02,47.68640172,17.62675209,3.79,116.904,44.165,8.290,16,25,30,,
T,2024-12-17 07:18:03,47.68647577,17.62679032,3.79,116.834,44.165,8.360,21,24,30,,
T,2024-12-17 07:18:04,47.68655012,17.62682752,3.79,116.822,44.165,8.670,20,24,30,,
T,2024-12-17 07:18:05,47.68661975,17.62686556,3.79,117.013,44.165,7.840,20,24,30,,
T,2024-12-17 07:18:06,47.68667837,17.62689684,3.79,117.328,44.164,6.440,17,25,30,,
T,2024-12-17 07:18:07,47.68673377,17.62693097,3.79,117.033,44.164,6.320,22,25,30,,
T,2024-12-17 07:18:08,47.68678666,17.62696770,3.79,117.144,44.164,6.160,28,25,30,,
T,2024-12-17 07:18:09,47.68682995,17.62700483,3.79,117.549,44.164,5.360,31,25,30,,
T,2024-12-17 07:18:10,47.68687948,17.62701888,3.79,117.715,44.164,5.340,2,25,30,,
T,2024-12-17 07:18:11,47.68691913,17.62700639,3.79,117.825,44.164,4.820,347,25,30,,
T,2024-12-17 07:18:12,47.68694333,17.62695927,3.79,117.666,44.164,4.750,306,24,30,,
T,2024-12-17 07:18:13,47.68695020,17.62692034,3.79,116.130,44.164,2.910,293,24,29,,
T,2024-12-17 07:18:14,47.68696499,17.62690097,3.79,117.227,44.164,1.760,307,26,28,,
T,2024-12-17 07:18:15,47.68696794,17.62687536,3.79,116.891,44.164,1.460,291,26,28,,
T,2024-12-17 07:18:16,47.68696262,17.62686005,3.79,115.720,44.164,0.790,290,26,29,,
T,2024-12-17 07:18:17,47.68696264,17.62683855,3.79,115.973,44.164,0.970,281,27,29,,
T,2024-12-17 07:18:18,47.68696720,17.62681146,3.79,115.936,44.164,2.010,288,27,30,,
T,2024-12-17 07:18:19,47.68697970,17.62678167,3.79,115.588,44.164,2.910,297,28,30,,
T,2024-12-17 07:18:20,47.68701266,17.62671212,3.79,116.079,44.164,6.290,299,28,30,,
T,2024-12-17 07:18:21,47.68704283,17.62665332,3.79,115.778,44.164,5.900,306,28,30,,
T,2024-12-17 07:18:22,47.68706143,17.62659531,3.79,115.609,44.164,4.640,302,28,30,,
T,2024-12-17 07:18:23,47.68709195,17.62655660,3.79,116.536,44.163,3.430,313,28,30,,
T,2024-12-17 07:18:24,47.68710659,17.62652389,3.79,116.817,44.163,2.340,305,28,30,,
T,2024-12-17 07:18:25,47.68712265,17.62649647,3.79,117.265,44.163,2.030,315,28,30,,
T,2024-12-17 07:18:26,47.68713414,17.62647701,3.79,117.126,44.163,1.400,306,28,30,,
T,2024-12-17 07:18:27,47.68713907,17.62646410,3.79,118.198,44.163,1.160,306,28,30,,
T,2024-12-17 07:18:28,47.68714878,17.62644538,3.79,118.229,44.163,1.180,303,28,30,,
T,2024-12-17 07:18:29,47.68715374,17.62642685,3.79,117.822,44.163,1.100,304,28,30,,
T,2024-12-17 07:18:30,47.68716257,17.62641475,3.79,118.365,44.163,1.240,308,27,30,,
T,2024-12-17 07:18:31,47.68717364,17.62638479,3.79,118.004,44.163,2.840,307,26,30,,
T,2024-12-17 07:18:32,47.68720108,17.62633454,3.79,118.370,44.163,5.240,306,26,30,,
T,2024-12-17 07:18:33,47.68722815,17.62627297,3.79,118.132,44.163,6.530,305,27,30,,
T,2024-12-17 07:18:34,47.68726303,17.62620247,3.79,117.496,44.163,7.840,307,27,30,,
T,2024-12-17 07:18:35,47.68731168,17.62611785,3.79,117.567,44.163,8.950,312,28,30,,
T,2024-12-17 07:18:36,47.68736184,17.62603527,3.79,117.106,44.163,8.260,314,28,30,,
T,2024-12-17 07:18:37,47.68742183,17.62596407,3.79,117.206,44.163,8.780,323,28,30,,
T,2024-12-17 07:18:38,47.68748519,17.62589832,3.79,117.492,44.163,8.410,326,27,30,,
T,2024-12-17 07:18:39,47.68755107,17.62583278,3.79,117.723,44.162,8.750,327,27,30,,
T,2024-12-17 07:18:40,47.68762257,17.62576229,3.79,117.861,44.162,9.200,326,27,30,,
T,2024-12-17 07:18:41,47.68769723,17.62569527,3.79,117.818,44.162,9.790,328,27,30,,
T,2024-12-17 07:18:42,47.68777450,17.62562673,3.79,117.560,44.162,10.170,329,25,30,,
T,2024-12-17 07:18:43,47.68784961,17.62555676,3.79,117.603,44.162,10.050,327,23,30,,
T,2024-12-17 07:18:44,47.68792817,17.62547750,3.79,117.831,44.161,10.500,326,23,30,,
T,2024-12-17 07:18:45,47.68801366,17.62540969,3.79,117.584,44.161,10.730,330,24,30,,
T,2024-12-17 07:18:46,47.68809723,17.62534692,3.79,117.374,44.161,10.780,335,26,30,,
T,2024-12-17 07:18:47,47.68818992,17.62529312,3.79,117.585,44.161,11.200,340,26,30,,
T,2024-12-17 07:18:48,47.68828103,17.62523654,3.79,117.239,44.161,11.530,343,26,30,,
T,2024-12-17 07:18:49,47.68837280,17.62519277,3.79,116.132,44.160,11.820,344,28,30,,
T,2024-12-17 07:18:50,47.68847629,17.62514887,3.79,115.617,44.160,12.040,343,28,30,,
T,2024-12-17 07:18:51,47.68858673,17.62509959,3.79,115.726,44.160,12.210,342,28,30,,
T,2024-12-17 07:18:52,47.68869047,17.62505240,3.79,115.967,44.160,11.960,342,28,30,,
T,2024-12-17 07:18:53,47.68878523,17.62499908,3.79,115.365,44.159,11.780,341,28,30,,
T,2024-12-17 07:18:54,47.68887648,17.62494478,3.79,115.357,44.159,11.520,339,28,30,,
T,2024-12-17 07:18:55,47.68897202,17.62488702,3.79,114.890,44.159,11.250,337,28,30,,
T,2024-12-17 07:18:56,47.68906027,17.62483015,3.79,115.015,44.159,10.480,336,28,30,,
T,2024-12-17 07:18:57,47.68914172,17.62477534,3.79,114.847,44.159,9.740,336,28,30,,
T,2024-12-17 07:18:58,47.68922280,17.62472419,3.79,115.024,44.158,9.400,337,28,30,,
T,2024-12-17 07:18:59,47.68929683,17.62467933,3.79,115.067,44.158,8.220,339,28,30,,
T,2024-12-17 07:19:00,47.68935002,17.62463728,3.79,115.284,44.158,6.470,341,27,30,,
T,2024-12-17 07:19:01,47.68940283,17.62460623,3.79,115.807,44.158,5.430,342,27,30,,
T,2024-12-17 07:19:02,47.68944914,17.62457473,3.79,115.353,44.158,4.890,342,28,30,,
T,2024-12-17 07:19:03,47.68947441,17.62455688,3.83,115.246,44.158,3.130,345,27,30,,
T,2024-12-17 07:19:04,47.68950870,17.62454141,3.82,115.597,44.158,3.620,347,26,30,,
T,2024-12-17 07:19:05,47.68956463,17.62454327,3.79,115.876,44.158,6.180,359,25,30,,
T,2024-12-17 07:19:06,47.68962424,17.62456145,3.79,116.410,44.157,7.250,12,26,30,,
T,2024-12-17 07:19:07,47.68969315,17.62460698,3.79,116.704,44.157,8.330,29,26,30,,
T,2024-12-17 07:19:08,47.68974966,17.62468163,3.79,117.315,44.157,9.020,46,27,30,,
T,2024-12-17 07:19:09,47.68980261,17.62477779,3.79,117.396,44.157,9.940,55,27,30,,
T,2024-12-17 07:19:10,47.68984300,17.62489510,3.79,118.068,44.157,10.090,54,27,30,,
T,2024-12-17 07:19:11,47.68990249,17.62500568,3.79,118.109,44.157,10.900,52,28,30,,
T,2024-12-17 07:19:12,47.68995544,17.62511562,3.79,117.541,44.157,10.440,52,28,30,,
T,2024-12-17 07:19:13,47.69001500,17.62523225,3.79,117.934,44.157,10.780,51,28,30,,
T,2024-12-17 07:19:14,47.69008090,17.62535149,3.79,118.742,44.156,11.710,48,28,30,,
T,2024-12-17 07:19:15,47.69015750,17.62545687,3.79,120.084,44.156,11.710,44,28,30,,
T,2024-12-17 07:19:16,47.69023778,17.62556527,3.79,120.640,44.156,11.920,41,28,30,,
T,2024-12-17 07:19:17,47.69032048,17.62566697,3.79,121.266,44.156,11.970,38,28,30,,
T,2024-12-17 07:19:18,47.69040425,17.62576414,3.79,121.881,44.156,12.070,37,28,30,,
T,2024-12-17 07:19:19,47.69049291,17.62585927,3.79,121.906,44.155,12.180,36,28,30,,
T,2024-12-17 07:19:20,47.69058532,17.62594728,3.79,121.238,44.155,12.250,36,28,30,,
T,2024-12-17 07:19:21,47.69067556,17.62604356,3.79,121.563,44.155,12.160,35,28,30,,
T,2024-12-17 07:19:22,47.69076837,17.62614481,3.79,122.319,44.155,12.390,36,28,30,,
T,2024-12-17 07:19:23,47.69085996,17.62624323,3.79,122.329,44.155,12.440,36,28,30,,
T,2024-12-17 07:19:24,47.69095210,17.62632969,3.79,122.123,44.154,11.900,35,28,30,,
T,2024-12-17 07:19:25,47.69103710,17.62642313,3.79,121.852,44.154,11.500,37,27,30,,
T,2024-12-17 07:19:26,47.69112699,17.62651092,3.79,122.377,44.154,11.380,36,28,30,,
T,2024-12-17 07:19:27,47.69120718,17.62660591,3.79,122.384,44.154,11.470,36,28,30,,
T,2024-12-17 07:19:28,47.69129458,17.62669700,3.79,122.775,44.154,11.830,36,28,30,,
T,2024-12-17 07:19:29,47.69137640,17.62679524,3.79,122.202,44.153,11.590,37,28,30,,
T,2024-12-17 07:19:30,47.69145962,17.62688673,3.79,122.225,44.153,11.330,35,28,30,,
T,2024-12-17 07:19:31,47.69154239,17.62697554,3.79,121.584,44.153,11.050,35,27,30,,
T,2024-12-17 07:19:32,47.69161308,17.62706083,3.79,121.092,44.153,10.480,38,28,30,,
T,2024-12-17 07:19:33,47.69168108,17.62714852,3.79,120.747,44.153,9.920,41,28,30,,
T,2024-12-17 07:19:34,47.69174085,17.62724355,3.79,120.182,44.152,9.600,49,28,30,,
T,2024-12-17 07:19:35,47.69179150,17.62733869,3.79,119.528,44.152,9.450,52,28,30,,
T,2024-12-17 07:19:36,47.69183619,17.62742909,3.79,118.854,44.152,9.130,53,28,30,,
T,2024-12-17 07:19:37,47.69188732,17.62752728,3.79,118.550,44.152,9.440,53,28,30,,
T,2024-12-17 07:19:38,47.69194627,17.62763722,3.79,118.458,44.152,11.140,52,28,30,,
T,2024-12-17 07:19:39,47.69200618,17.62775939,3.79,118.514,44.152,11.730,52,28,30,,
T,2024-12-17 07:19:40,47.69206013,17.62787149,3.79,118.279,44.152,10.290,53,28,30,,
T,2024-12-17 07:19:41,47.69211449,17.62797054,3.79,118.978,44.152,8.960,51,28,30,,
T,2024-12-17 07:19:42,47.69216799,17.62806215,3.79,118.240,44.151,8.780,49,28,30,,
T,2024-12-17 07:19:43,47.69222303,17.62814081,3.79,117.790,44.151,8.150,45,28,30,,
T,2024-12-17 07:19:44,47.69226992,17.62821145,3.79,118.532,44.151,6.850,44,28,30,,
T,2024-12-17 07:19:45,47.69230579,17.62827340,3.79,118.056,44.151,6.040,40,28,30,,
T,2024-12-17 07:19:46,47.69234531,17.62832345,3.79,118.158,44.151,5.230,38,28,30,,
T,2024-12-17 07:19:47,47.69237357,17.62837959,3.79,117.684,44.151,5.000,48,28,30,,
T,2024-12-17 07:19:48,47.69241606,17.62843746,3.79,117.964,44.151,6.530,48,27,30,,
T,2024-12-17 07:19:49,47.69245020,17.62850105,3.79,118.249,44.151,6.060,56,27,30,,
T,2024-12-17 07:19:50,47.69249115,17.62854780,3.79,118.096,44.151,5.930,33,27,30,,
T,2024-12-17 07:19:51,47.69253954,17.62855172,3.79,117.697,44.151,5.280,360,28,30,,
T,2024-12-17 07:19:52,47.69258108,17.62852940,3.79,117.522,44.150,5.560,328,28,30,,
T,2024-12-17 07:19:53,47.69261535,17.62846433,3.79,116.120,44.150,6.160,304,28,30,,
T,2024-12-17 07:19:54,47.69263452,17.62838534,3.79,116.703,44.150,6.600,278,27,30,,
T,2024-12-17 07:19:55,47.69265113,17.62830358,3.79,116.792,44.150,6.530,275,28,30,,
T,2024-12-17 07:19:56,47.69266564,17.62820621,3.79,117.048,44.150,7.070,274,28,30,,
T,2024-12-17 07:19:57,47.69268101,17.62811252,3.79,117.152,44.150,6.830,280,28,30,,
T,2024-12-17 07:19:58,47.69269421,17.62802821,3.79,117.092,44.150,5.630,280,28,30,,
T,2024-12-17 07:19:59,47.69270389,17.62795099,3.79,116.929,44.150,5.380,281,28,30,,
T,2024-12-17 07:20:00,47.69271249,17.62786987,3.79,116.590,44.150,6.190,281,28,30,,
T,2024-12-17 07:20:01,47.69272830,17.62778523,3.79,116.626,44.150,6.800,283,28,30,,
T,2024-12-17 07:20:02,47.69274005,17.62770191,3.79,116.294,44.150,6.450,279,28,30,,
T,2024-12-17 07:20:03,47.69274323,17.62763071,3.79,116.251,44.150,5.050,273,28,30,,
T,2024-12-17 07:20:04,47.69274649,17.62757064,3.79,116.544,44.150,4.140,270,28,30,,
T,2024-12-17 07:20:05,47.69274548,17.62753499,3.79,116.140,44.150,2.470,269,28,30,,
T,2024-12-17 07:20:06,47.69273800,17.62749305,3.79,117.158,44.150,3.280,254,28,30,,
T,2024-12-17 07:20:07,47.69272197,17.62745922,3.79,116.932,44.150,3.090,236,27,30,,
T,2024-12-17 07:20:08,47.69269766,17.62742939,3.79,116.216,44.150,3.380,211,26,30,,
T,2024-12-17 07:20:09,47.69266313,17.62741539,3.79,116.760,44.150,3.870,187,26,30,,
T,2024-12-17 07:20:10,47.69263799,17.62740812,3.79,116.590,44.150,2.860,183,26,30,,
T,2024-12-17 07:20:11,47.69261410,17.62740517,3.79,116.834,44.150,2.330,182,28,30,,
T,2024-12-17 07:20:12,47.69259075,17.62741281,3.79,116.219,44.150,2.660,174,28,30,,
T,2024-12-17 07:20:13,47.69257168,17.62741705,3.79,116.358,44.150,1.470,168,28,30,,
T,2024-12-17 07:20:14,47.69255720,17.62741653,3.79,115.925,44.151,1.250,200,28,30,,
T,2024-12-17 07:20:15,47.69254733,17.62741739,3.79,116.015,44.151,0.810,187,28,30,,
T,2024-12-17 07:20:16,47.69253490,17.62741820,3.79,115.782,44.151,1.560,187,28,30,,
T,2024-12-17 07:20:17,47.69251017,17.62742143,3.79,115.218,44.151,3.440,174,27,30,,
T,2024-12-17 07:20:18,47.69246342,17.62745009,3.79,115.056,44.151,5.010,164,28,30,,
T,2024-12-17 07:20:19,47.69240660,17.62746519,3.79,115.620,44.151,7.010,168,28,30,,
T,2024-12-17 07:20:20,47.69234732,17.62748043,3.79,115.741,44.151,7.270,174,28,30,,
T,2024-12-17 07:20:21,47.69228836,17.62748551,3.79,116.027,44.151,6.230,178,28,30,,
T,2024-12-17 07:20:22,47.69223800,17.62748416,3.79,116.183,44.151,5.180,183,28,30,,
T,2024-12-17 07:20:23,47.69219935,17.62746758,3.79,116.716,44.151,3.770,203,28,30,,
T,2024-12-17 07:20:24,47.69217025,17.62744235,3.79,117.082,44.151,3.500,224,28,30,,
T,2024-12-17 07:20:25,47.69214656,17.62740252,3.79,117.214,44.151,3.880,236,28,30,,
T,2024-12-17 07:20:26,47.69213785,17.62736178,3.79,117.379,44.152,3.520,257,28,30,,
T,2024-12-17 07:20:27,47.69213501,17.62732099,3.79,117.682,44.152,3.100,279,28,30,,
T,2024-12-17 07:20:28,47.69214183,17.62728699,3.79,117.597,44.151,2.610,296,28,30,,
T,2024-12-17 07:20:29,47.69214877,17.62727197,3.79,117.628,44.151,1.090,318,28,30,,
T,2024-12-17 07:20:30,47.69215942,17.62725679,3.79,118.075,44.151,0.740,306,28,30,,
T,2024-12-17 07:20:31,47.69217624,17.62724737,3.79,118.232,44.151,1.900,348,28,30,,
T,2024-12-17 07:20:32,47.69219033,17.62724242,3.79,118.609,44.151,1.350,337,28,30,,
T,2024-12-17 07:20:33,47.69220904,17.62723885,3.79,118.870,44.151,2.520,359,28,30,,
T,2024-12-17 07:20:34,47.69223580,17.62723821,3.79,118.472,44.151,3.310,359,28,30,,
T,2024-12-17 07:20:35,47.69226772,17.62723831,3.79,118.833,44.151,3.760,0,28,30,,
T,2024-12-17 07:20:36,47.69229862,17.62723963,3.79,118.648,44.151,3.260,1,28,30,,
T,2024-12-17 07:20:37,47.69232365,17.62724124,3.79,118.466,44.151,2.590,2,28,30,,
T,2024-12-17 07:20:38,47.69234209,17.62724294,3.79,118.171,44.151,1.890,1,28,30,,
T,2024-12-17 07:20:39,47.69235269,17.62724295,3.79,118.095,44.151,0.760,357,28,30,,
T,2024-12-17 07:20:40,47.69235863,17.62724200,3.79,118.377,44.151,0.740,359,28,30,,
T,2024-12-17 07:20:41,47.69236514,17.62723937,3.79,118.555,44.151,0.860,359,28,30,,
T,2024-12-17 07:20:42,47.69237934,17.62723615,3.79,118.354,44.151,2.190,354,28,30,,
T,2024-12-17 07:20:43,47.69240397,17.62723423,3.79,118.207,44.151,3.160,358,28,30,,
T,2024-12-17 07:20:44,47.69242951,17.62722817,3.79,118.205,44.151,2.720,350,28,30,,
T,2024-12-17 07:20:45,47.69244989,17.62721134,3.79,118.415,44.151,2.640,330,28,30,,
T,2024-12-17 07:20:46,47.69246011,17.62718402,3.79,118.408,44.151,2.170,295,28,30,,
T,2024-12-17 07:20:47,47.69245967,17.62716389,3.79,119.013,44.151,0.780,274,28,30,,
T,2024-12-17 07:20:48,47.69245623,17.62715684,3.79,118.914,44.151,0.150,275,28,30,,
T,2024-12-17 07:20:49,47.69245016,17.62715321,3.79,118.566,44.151,0.000,,28,30,,
T,2024-12-17 07:20:50,47.69244726,17.62715584,3.79,118.316,44.151,0.670,275,28,30,,
T,2024-12-17 07:20:51,47.69244480,17.62716420,3.79,118.229,44.151,0.860,275,28,30,,
T,2024-12-17 07:20:52,47.69244526,17.62717690,3.79,118.368,44.151,0.780,275,28,30,,
T,2024-12-17 07:20:53,47.69244616,17.62718853,3.79,118.243,44.151,0.770,61,28,30,,
T,2024-12-17 07:20:54,47.69244766,17.62720049,3.79,118.220,44.151,0.880,61,28,30,,
T,2024-12-17 07:20:55,47.69244931,17.62721272,3.79,118.464,44.151,0.800,61,28,30,,
T,2024-12-17 07:20:56,47.69245146,17.62722458,3.79,118.530,44.151,0.910,77,28,30,,
T,2024-12-17 07:20:57,47.69245302,17.62723654,3.79,118.262,44.151,0.870,77,27,30,,
T,2024-12-17 07:20:58,47.69245476,17.62724885,3.79,117.905,44.151,0.960,77,28,30,,
T,2024-12-17 07:20:59,47.69245648,17.62726084,3.79,117.984,44.151,0.820,82,28,30,,
T,2024-12-17 07:21:00,47.69245809,17.62727192,3.79,117.587,44.151,0.880,82,28,30,,
T,2024-12-17 07:21:01,47.69245912,17.62728017,3.79,117.852,44.151,0.410,82,28,30,,
T,2024-12-17 07:21:02,47.69245971,17.62728354,3.79,117.898,44.151,0.230,82,28,30,,
T,2024-12-17 07:21:03,47.69246004,17.62728547,3.79,117.983,44.151,0.200,82,28,30,,
T,2024-12-17 07:21:04,47.69246150,17.62728382,3.79,117.817,44.151,0.000,,28,30,,
T,2024-12-17 07:21:05,47.69246195,17.62728606,3.79,117.726,44.151,0.310,82,26,30,,
T,2024-12-17 07:21:06,47.69246436,17.62728798,3.79,117.638,44.151,0.000,,27,30,,
T,2024-12-17 07:21:07,47.69246637,17.62728902,3.79,117.718,44.151,0.000,,26,30,,
T,2024-12-17 07:21:08,47.69246726,17.62729025,3.79,117.777,44.151,0.000,,27,30,,
T,2024-12-17 07:21:09,47.69246668,17.62729272,3.79,117.390,44.151,0.000,,27,30,,
T,2024-12-17 07:21:10,47.69246700,17.62729274,3.79,116.899,44.151,0.000,,27,30,,
T,2024-12-17 07:21:11,47.69246869,17.62729352,3.79,116.655,44.151,0.000,,28,30,,
T,2024-12-17 07:21:12,47.69247031,17.62729331,3.79,116.732,44.151,0.000,,28,30,,
T,2024-12-17 07:21:13,47.69247097,17.62729378,3.79,116.668,44.151,0.000,,27,30,,
T,2024-12-17 07:21:14,47.69247280,17.62729694,3.79,116.443,44.151,0.360,82,27,30,,
T,2024-12-17 07:21:15,47.69247344,17.62729793,3.79,116.796,44.151,0.000,,27,30,,
T,2024-12-17 07:21:16,47.69247345,17.62729645,3.79,117.022,44.151,0.000,,27,30,,
